person_age,person_gender,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
24.0,male,48803.0,3,RENT,4500.0,MEDICAL,12.84,0.09,636,No,0
22.0,female,48989.0,1,MORTGAGE,4000.0,VENTURE,10.36,0.08,680,No,0
24.0,male,42201.0,2,RENT,4500.0,EDUCATION,14.84,0.11,618,No,1
23.0,female,50330.0,0,RENT,4500.0,PERSONAL,12.99,0.09,623,Yes,0
25.0,female,48863.0,6,MORTGAGE,5000.0,MEDICAL,12.61,0.1,540,Yes,0
21.0,male,44392.0,0,RENT,4500.0,VENTURE,17.27,0.1,548,No,1
24.0,male,49052.0,0,MORTGAGE,3500.0,MEDICAL,8.88,0.07,630,No,0
26.0,male,48868.0,4,MORTGAGE,5300.0,HOMEIMPROVEMENT,5.42,0.11,640,No,0
21.0,male,51111.0,0,RENT,4500.0,DEBTCONSOLIDATION,6.03,0.09,625,Yes,0
22.0,female,51434.0,0,RENT,4500.0,DEBTCONSOLIDATION,11.49,0.09,639,Yes,0
21.0,female,49221.0,0,MORTGAGE,6000.0,DEBTCONSOLIDATION,5.79,0.12,543,Yes,0
26.0,male,51390.0,5,RENT,4500.0,PERSONAL,7.66,0.09,655,Yes,0
25.0,male,53098.0,3,RENT,4500.0,MEDICAL,6.76,0.08,628,No,0
25.0,female,53945.0,3,RENT,4500.0,DEBTCONSOLIDATION,5.99,0.08,671,No,0
26.0,male,53841.0,4,RENT,4500.0,MEDICAL,7.74,0.08,704,Yes,0
23.0,female,54903.0,0,RENT,4500.0,VENTURE,9.25,0.08,653,Yes,0
21.0,male,50159.0,0,RENT,4500.0,DEBTCONSOLIDATION,13.49,0.09,588,No,1
22.0,female,48818.0,0,MORTGAGE,4800.0,PERSONAL,11.01,0.1,635,No,0
26.0,male,58668.0,5,RENT,4500.0,DEBTCONSOLIDATION,11.11,0.08,627,Yes,0
23.0,female,59556.0,0,RENT,4500.0,DEBTCONSOLIDATION,12.21,0.08,559,Yes,0
22.0,female,54018.0,1,RENT,4500.0,PERSONAL,14.46,0.08,641,No,1
22.0,male,54097.0,1,RENT,4500.0,PERSONAL,5.79,0.08,624,No,1
21.0,male,49270.0,0,MORTGAGE,2500.0,MEDICAL,6.76,0.05,563,Yes,0
24.0,female,49004.0,0,OWN,1000.0,VENTURE,6.76,0.02,602,Yes,0
23.0,male,64305.0,2,RENT,4500.0,EDUCATION,6.76,0.07,661,Yes,0
24.0,female,66038.0,2,RENT,4500.0,PERSONAL,7.14,0.07,592,Yes,0
26.0,female,49311.0,3,OWN,10000.0,HOMEIMPROVEMENT,11.86,0.2,630,No,0
22.0,male,58920.0,0,RENT,4500.0,HOMEIMPROVEMENT,9.76,0.08,450,No,1
22.0,male,41799.0,0,MORTGAGE,7750.0,PERSONAL,15.21,0.19,541,No,1
26.0,female,66406.0,1,RENT,4500.0,MEDICAL,11.01,0.07,585,Yes,0
23.0,male,49018.0,1,MORTGAGE,4000.0,PERSONAL,7.14,0.08,524,Yes,0
24.0,male,48960.0,0,OWN,2000.0,PERSONAL,14.35,0.04,640,Yes,0
24.0,female,67018.0,1,RENT,4500.0,DEBTCONSOLIDATION,7.9,0.07,649,Yes,0
23.0,female,67066.0,0,RENT,4500.0,VENTURE,8.49,0.07,602,Yes,0
22.0,female,66890.0,1,RENT,4500.0,DEBTCONSOLIDATION,6.76,0.07,530,Yes,0
24.0,male,49086.0,2,MORTGAGE,15250.0,VENTURE,13.98,0.31,543,Yes,0
24.0,male,48776.0,3,MORTGAGE,8000.0,VENTURE,11.01,0.16,613,Yes,0
26.0,female,71283.0,1,RENT,4500.0,MEDICAL,6.03,0.06,603,Yes,0
23.0,male,71709.0,4,RENT,4500.0,MEDICAL,12.68,0.06,683,Yes,0
25.0,male,48828.0,5,OWN,8000.0,EDUCATION,10.38,0.16,700,No,0
23.0,male,65316.0,0,RENT,4500.0,HOMEIMPROVEMENT,8.49,0.07,542,No,1
23.0,male,65598.0,1,RENT,4500.0,EDUCATION,11.01,0.07,661,No,1
23.0,male,75470.0,3,RENT,4500.0,VENTURE,12.42,0.06,574,Yes,0
22.0,male,49297.0,0,MORTGAGE,8100.0,PERSONAL,7.14,0.16,467,Yes,0
25.0,male,72955.0,4,RENT,4500.0,HOMEIMPROVEMENT,10.99,0.06,596,No,1
23.0,male,49145.0,0,MORTGAGE,4000.0,EDUCATION,6.39,0.08,554,Yes,0
24.0,male,89982.0,2,RENT,4500.0,PERSONAL,12.18,0.05,612,Yes,0
25.0,male,95980.0,3,RENT,4500.0,EDUCATION,8.63,0.05,644,No,0
25.0,female,96657.0,1,RENT,4500.0,VENTURE,13.06,0.05,606,Yes,0
25.0,female,99732.0,1,RENT,4500.0,DEBTCONSOLIDATION,7.42,0.05,656,Yes,0
25.0,male,102473.0,2,RENT,4500.0,HOMEIMPROVEMENT,12.18,0.04,669,Yes,0
24.0,male,105441.0,1,RENT,4500.0,VENTURE,11.01,0.04,600,Yes,0
24.0,male,49023.0,1,MORTGAGE,10500.0,VENTURE,11.36,0.21,614,Yes,0
24.0,male,49113.0,0,MORTGAGE,10000.0,PERSONAL,9.88,0.2,589,Yes,0
21.0,male,49184.0,0,OWN,5600.0,VENTURE,10.25,0.11,654,No,0
25.0,male,166754.0,5,RENT,4500.0,EDUCATION,13.43,0.03,668,Yes,0
23.0,female,26008.0,0,RENT,4550.0,EDUCATION,13.72,0.17,579,Yes,0
21.0,male,41748.0,0,MORTGAGE,10000.0,EDUCATION,10.62,0.24,714,No,1
22.0,female,37174.0,0,RENT,4550.0,DEBTCONSOLIDATION,12.84,0.12,647,Yes,0
23.0,male,51821.0,0,RENT,4550.0,EDUCATION,15.23,0.09,674,Yes,0
26.0,male,157081.0,2,RENT,4550.0,HOMEIMPROVEMENT,13.57,0.03,690,No,0
21.0,male,29647.0,0,RENT,4600.0,EDUCATION,13.99,0.16,461,Yes,0
23.0,female,34450.0,0,RENT,4600.0,MEDICAL,6.03,0.13,613,Yes,0
26.0,male,48992.0,3,MORTGAGE,6000.0,MEDICAL,10.62,0.12,659,No,0
21.0,male,35471.0,3,RENT,4600.0,PERSONAL,11.01,0.13,668,No,0
24.0,male,37030.0,1,RENT,4600.0,MEDICAL,11.01,0.12,657,Yes,0
22.0,male,49053.0,2,MORTGAGE,4750.0,VENTURE,11.01,0.1,585,Yes,0
23.0,male,40398.0,0,RENT,4600.0,EDUCATION,11.71,0.11,597,Yes,0
23.0,female,49098.0,0,RENT,4600.0,VENTURE,10.59,0.09,669,Yes,0
25.0,female,48842.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,7.14,0.2,654,No,0
23.0,female,56796.0,0,RENT,4600.0,EDUCATION,11.01,0.08,644,Yes,0
21.0,female,48788.0,0,MORTGAGE,9000.0,MEDICAL,7.51,0.18,563,Yes,0
25.0,female,49236.0,2,MORTGAGE,4750.0,DEBTCONSOLIDATION,11.01,0.1,682,No,0
26.0,female,53870.0,1,RENT,4600.0,DEBTCONSOLIDATION,13.99,0.09,628,No,1
21.0,female,63322.0,0,RENT,4600.0,PERSONAL,8.59,0.07,646,Yes,0
21.0,female,48786.0,0,MORTGAGE,8000.0,EDUCATION,11.01,0.16,618,Yes,0
23.0,female,63767.0,2,RENT,4600.0,PERSONAL,14.96,0.07,600,No,1
26.0,female,64636.0,4,RENT,4600.0,DEBTCONSOLIDATION,15.62,0.07,633,No,1
24.0,male,49209.0,3,MORTGAGE,4000.0,DEBTCONSOLIDATION,7.14,0.08,543,Yes,0
23.0,female,48826.0,1,MORTGAGE,12000.0,EDUCATION,9.88,0.25,666,No,0
25.0,male,41835.0,3,MORTGAGE,5800.0,HOMEIMPROVEMENT,13.48,0.14,632,No,1
22.0,male,48700.0,0,MORTGAGE,4000.0,EDUCATION,12.73,0.08,695,No,0
24.0,male,89096.0,3,RENT,4600.0,MEDICAL,9.99,0.05,656,Yes,0
24.0,female,120863.0,3,RENT,4600.0,EDUCATION,8.49,0.04,681,Yes,0
22.0,male,48883.0,3,OWN,6400.0,VENTURE,14.22,0.13,649,Yes,0
24.0,male,28168.0,2,RENT,4650.0,MEDICAL,9.99,0.17,688,No,0
24.0,male,48837.0,2,MORTGAGE,15000.0,DEBTCONSOLIDATION,9.88,0.31,648,No,0
24.0,female,49100.0,5,MORTGAGE,10000.0,VENTURE,11.83,0.2,638,Yes,0
21.0,female,39258.0,1,RENT,4650.0,VENTURE,9.32,0.12,638,No,0
22.0,male,58619.0,0,RENT,4650.0,MEDICAL,10.99,0.08,621,Yes,0
24.0,female,39143.0,2,RENT,4700.0,VENTURE,8.94,0.12,644,Yes,0
25.0,female,48893.0,6,RENT,4700.0,MEDICAL,12.09,0.1,593,No,0
24.0,male,48930.0,0,OWN,9000.0,HOMEIMPROVEMENT,8.94,0.18,677,No,0
23.0,male,50285.0,0,RENT,4700.0,PERSONAL,7.9,0.09,637,Yes,0
26.0,female,49092.0,7,MORTGAGE,1750.0,VENTURE,11.83,0.04,634,Yes,0
24.0,female,55099.0,0,RENT,4700.0,DEBTCONSOLIDATION,10.96,0.09,617,Yes,0
26.0,female,24681.0,3,RENT,4725.0,MEDICAL,11.22,0.19,664,No,1
26.0,male,34155.0,7,RENT,4725.0,MEDICAL,6.54,0.14,613,No,0
24.0,female,49023.0,0,OWN,7500.0,HOMEIMPROVEMENT,13.22,0.15,616,Yes,0
24.0,male,15472.0,0,RENT,4750.0,EDUCATION,10.75,0.31,587,No,1
21.0,male,17316.0,0,RENT,4750.0,PERSONAL,12.73,0.27,678,No,1
22.0,male,18063.0,0,RENT,4750.0,PERSONAL,14.61,0.26,642,No,1
26.0,male,17905.0,5,RENT,4750.0,DEBTCONSOLIDATION,10.25,0.27,637,No,1
23.0,male,18616.0,1,RENT,4750.0,EDUCATION,11.11,0.26,637,No,1
21.0,male,48751.0,0,MORTGAGE,9000.0,EDUCATION,11.14,0.18,623,Yes,0
26.0,female,19022.0,5,RENT,4750.0,PERSONAL,8.49,0.25,624,No,1
25.0,male,19415.0,3,RENT,4750.0,PERSONAL,13.85,0.24,634,No,1
22.0,female,20188.0,0,RENT,4750.0,EDUCATION,13.16,0.24,687,No,1
23.0,female,49380.0,1,OWN,12000.0,VENTURE,11.14,0.24,655,Yes,0
22.0,male,25581.0,0,RENT,4750.0,DEBTCONSOLIDATION,11.49,0.19,692,Yes,0
25.0,male,25389.0,3,RENT,4750.0,VENTURE,12.98,0.19,592,No,0
24.0,female,48937.0,1,MORTGAGE,3400.0,DEBTCONSOLIDATION,7.4,0.07,664,No,0
22.0,female,26302.0,0,RENT,4750.0,EDUCATION,11.01,0.18,623,No,0
25.0,male,29654.0,1,RENT,4750.0,MEDICAL,10.38,0.16,588,Yes,0
24.0,male,29880.0,2,RENT,4750.0,DEBTCONSOLIDATION,10.62,0.16,705,No,0
21.0,female,32445.0,1,RENT,4750.0,PERSONAL,12.23,0.15,632,Yes,0
24.0,female,41604.0,3,MORTGAGE,10000.0,PERSONAL,15.31,0.24,641,No,1
24.0,male,36017.0,4,RENT,4750.0,EDUCATION,11.01,0.13,671,No,0
22.0,male,48651.0,0,OWN,6000.0,EDUCATION,11.48,0.12,637,Yes,0
24.0,male,49360.0,5,MORTGAGE,3000.0,EDUCATION,15.65,0.06,588,No,0
23.0,male,48943.0,0,MORTGAGE,4000.0,EDUCATION,11.48,0.08,572,Yes,0
22.0,male,17019.0,0,RENT,4800.0,MEDICAL,12.53,0.28,522,No,1
21.0,female,19190.0,0,RENT,4800.0,VENTURE,8.49,0.25,666,No,1
24.0,female,18691.0,1,RENT,4800.0,PERSONAL,16.95,0.26,589,No,1
21.0,male,20273.0,0,RENT,4800.0,MEDICAL,15.37,0.24,639,No,1
22.0,male,24576.0,0,RENT,4800.0,DEBTCONSOLIDATION,10.99,0.2,681,No,1
26.0,male,25281.0,3,RENT,4800.0,DEBTCONSOLIDATION,7.49,0.19,623,Yes,0
24.0,female,25112.0,3,RENT,4800.0,MEDICAL,11.14,0.19,654,No,0
24.0,female,48826.0,4,MORTGAGE,5000.0,VENTURE,8.59,0.1,676,Yes,0
22.0,female,49048.0,0,MORTGAGE,7000.0,DEBTCONSOLIDATION,9.32,0.14,532,Yes,0
23.0,male,25538.0,0,RENT,4800.0,PERSONAL,11.01,0.19,677,No,0
26.0,female,49090.0,4,MORTGAGE,10750.0,VENTURE,12.84,0.22,619,Yes,0
23.0,female,49024.0,4,MORTGAGE,3500.0,EDUCATION,12.21,0.07,657,Yes,0
22.0,female,26475.0,0,RENT,4800.0,MEDICAL,10.75,0.18,686,No,0
26.0,female,26094.0,4,RENT,4800.0,VENTURE,7.75,0.18,655,No,0
22.0,male,26702.0,0,RENT,4800.0,MEDICAL,13.49,0.18,559,Yes,0
21.0,male,27714.0,1,RENT,4800.0,MEDICAL,7.88,0.17,679,No,0
26.0,female,49190.0,3,MORTGAGE,3250.0,VENTURE,8.0,0.07,656,Yes,0
21.0,male,41934.0,1,OTHER,9600.0,VENTURE,15.68,0.23,648,No,1
23.0,female,28759.0,0,RENT,4800.0,EDUCATION,6.17,0.17,681,No,0
22.0,female,29487.0,4,RENT,4800.0,DEBTCONSOLIDATION,11.86,0.16,670,No,0
22.0,male,48993.0,0,MORTGAGE,10000.0,PERSONAL,11.01,0.2,641,Yes,0
22.0,male,29754.0,0,RENT,4800.0,EDUCATION,7.49,0.16,598,No,0
26.0,male,29680.0,3,RENT,4800.0,EDUCATION,11.01,0.16,656,No,0
22.0,male,30687.0,0,RENT,4800.0,MEDICAL,10.65,0.16,448,Yes,0
25.0,female,32604.0,0,RENT,4800.0,PERSONAL,10.65,0.15,535,Yes,0
22.0,male,31921.0,0,RENT,4800.0,MEDICAL,10.99,0.15,676,No,0
24.0,female,32465.0,3,RENT,4800.0,EDUCATION,13.35,0.15,648,Yes,0
23.0,male,32714.0,2,RENT,4800.0,PERSONAL,11.01,0.15,552,Yes,0
21.0,male,33264.0,0,RENT,4800.0,DEBTCONSOLIDATION,13.49,0.14,621,Yes,0
21.0,male,33453.0,0,RENT,4800.0,EDUCATION,7.51,0.14,525,Yes,0
22.0,female,48865.0,0,MORTGAGE,8000.0,PERSONAL,16.0,0.16,720,Yes,0
21.0,male,34417.0,0,RENT,4800.0,PERSONAL,6.62,0.14,598,Yes,0
26.0,female,34735.0,4,RENT,4800.0,MEDICAL,9.25,0.14,691,No,0
22.0,male,35218.0,0,RENT,4800.0,MEDICAL,12.99,0.14,695,No,0
25.0,male,41647.0,4,MORTGAGE,3000.0,HOMEIMPROVEMENT,10.51,0.07,642,No,1
22.0,female,36486.0,0,RENT,4800.0,EDUCATION,11.99,0.13,648,No,0
23.0,male,48813.0,5,MORTGAGE,1200.0,VENTURE,10.83,0.02,655,No,0
24.0,male,37230.0,2,RENT,4800.0,EDUCATION,6.99,0.13,684,No,0
23.0,female,36858.0,3,RENT,4800.0,EDUCATION,7.49,0.13,680,Yes,0
24.0,male,36826.0,0,RENT,4800.0,VENTURE,11.49,0.13,606,Yes,0
24.0,male,37007.0,1,RENT,4800.0,EDUCATION,13.35,0.13,610,Yes,0
23.0,male,36724.0,0,RENT,4800.0,EDUCATION,11.01,0.13,652,Yes,0
26.0,female,48818.0,3,MORTGAGE,5200.0,VENTURE,10.08,0.11,685,No,0
25.0,female,36757.0,3,RENT,4800.0,DEBTCONSOLIDATION,11.22,0.13,677,Yes,0
24.0,male,48780.0,1,OWN,1000.0,MEDICAL,7.37,0.02,645,No,0
22.0,male,49289.0,0,MORTGAGE,5000.0,MEDICAL,7.68,0.1,681,No,0
22.0,female,38588.0,2,RENT,4800.0,VENTURE,10.37,0.12,614,Yes,0
24.0,female,39391.0,2,RENT,4800.0,MEDICAL,10.59,0.12,660,No,0
22.0,male,39191.0,0,RENT,4800.0,DEBTCONSOLIDATION,16.49,0.12,621,No,1
22.0,male,39554.0,2,RENT,4800.0,DEBTCONSOLIDATION,11.11,0.12,661,No,0
25.0,female,39427.0,0,RENT,4800.0,EDUCATION,7.14,0.12,674,Yes,0
22.0,female,48951.0,0,MORTGAGE,8000.0,DEBTCONSOLIDATION,9.76,0.16,686,Yes,0
22.0,male,39631.0,0,RENT,4800.0,EDUCATION,13.61,0.12,689,No,0
23.0,male,39997.0,0,RENT,4800.0,VENTURE,11.99,0.12,619,Yes,0
26.0,male,40737.0,5,RENT,4800.0,EDUCATION,12.69,0.12,616,Yes,0
22.0,male,40665.0,0,RENT,4800.0,MEDICAL,7.49,0.12,475,Yes,0
22.0,male,49138.0,0,MORTGAGE,13025.0,EDUCATION,10.14,0.27,648,Yes,0
26.0,male,48951.0,5,OWN,15000.0,MEDICAL,9.64,0.31,721,No,0
24.0,female,40777.0,2,RENT,4800.0,MEDICAL,14.91,0.12,584,No,1
24.0,male,48903.0,1,OWN,5000.0,MEDICAL,11.86,0.1,606,Yes,0
23.0,male,41839.0,3,MORTGAGE,2525.0,DEBTCONSOLIDATION,13.12,0.06,545,No,1
23.0,male,40459.0,0,RENT,4800.0,DEBTCONSOLIDATION,14.54,0.12,715,No,1
25.0,female,41828.0,3,MORTGAGE,15450.0,VENTURE,11.22,0.37,687,No,1
24.0,female,41244.0,4,RENT,4800.0,MEDICAL,11.86,0.12,658,Yes,0
26.0,male,43004.0,6,RENT,4800.0,DEBTCONSOLIDATION,8.9,0.11,694,Yes,0
22.0,male,49248.0,0,MORTGAGE,6000.0,VENTURE,9.91,0.12,640,No,0
22.0,female,42556.0,1,RENT,4800.0,EDUCATION,5.42,0.11,643,Yes,0
25.0,male,43184.0,4,RENT,4800.0,VENTURE,11.14,0.11,621,Yes,0
25.0,male,42667.0,2,RENT,4800.0,MEDICAL,10.28,0.11,619,No,0
23.0,female,49187.0,2,OTHER,10000.0,EDUCATION,12.72,0.2,583,No,0
24.0,male,48858.0,4,MORTGAGE,5000.0,HOMEIMPROVEMENT,7.14,0.1,632,No,0
22.0,female,37192.0,3,RENT,4800.0,PERSONAL,11.01,0.13,586,No,1
23.0,male,44258.0,0,RENT,4800.0,PERSONAL,11.11,0.11,636,No,0
21.0,female,49300.0,1,MORTGAGE,7200.0,MEDICAL,7.88,0.15,592,Yes,0
25.0,male,36926.0,3,RENT,4800.0,HOMEIMPROVEMENT,15.95,0.13,614,No,1
26.0,female,48850.0,1,MORTGAGE,7000.0,PERSONAL,7.4,0.14,603,No,0
22.0,male,49399.0,1,MORTGAGE,6625.0,DEBTCONSOLIDATION,15.23,0.13,625,No,0
26.0,male,49262.0,0,MORTGAGE,10000.0,EDUCATION,11.86,0.2,694,No,0
23.0,female,49309.0,0,MORTGAGE,5000.0,EDUCATION,7.68,0.1,463,Yes,0
25.0,male,46571.0,4,RENT,4800.0,MEDICAL,11.71,0.1,666,Yes,0
22.0,male,39983.0,0,RENT,4800.0,PERSONAL,13.98,0.12,687,No,1
22.0,female,47452.0,0,RENT,4800.0,EDUCATION,13.8,0.1,676,No,0
26.0,male,49190.0,5,RENT,4800.0,EDUCATION,12.99,0.1,628,Yes,0
22.0,male,49556.0,0,MORTGAGE,11500.0,MEDICAL,11.83,0.23,650,No,0
24.0,female,49774.0,0,RENT,4800.0,MEDICAL,13.85,0.1,698,No,0
22.0,female,50707.0,0,RENT,4800.0,EDUCATION,11.89,0.09,602,No,0
25.0,male,49511.0,0,MORTGAGE,6500.0,HOMEIMPROVEMENT,9.63,0.13,661,No,0
22.0,male,50528.0,0,RENT,4800.0,EDUCATION,12.99,0.09,591,Yes,0
22.0,male,51229.0,0,RENT,4800.0,DEBTCONSOLIDATION,14.35,0.09,599,Yes,0
25.0,female,51023.0,3,RENT,4800.0,DEBTCONSOLIDATION,13.22,0.09,524,Yes,0
22.0,female,52607.0,0,RENT,4800.0,PERSONAL,11.03,0.09,639,No,0
22.0,female,49870.0,2,MORTGAGE,6250.0,VENTURE,11.01,0.13,646,Yes,0
26.0,female,54861.0,3,RENT,4800.0,EDUCATION,14.65,0.09,656,Yes,0
25.0,female,55202.0,0,RENT,4800.0,EDUCATION,7.51,0.09,544,Yes,0
26.0,male,55223.0,8,RENT,4800.0,MEDICAL,5.42,0.09,534,No,0
23.0,female,48030.0,0,RENT,4800.0,PERSONAL,17.99,0.1,672,No,1
26.0,male,50086.0,4,MORTGAGE,3500.0,HOMEIMPROVEMENT,7.14,0.07,691,Yes,0
26.0,female,49812.0,2,MORTGAGE,10000.0,PERSONAL,13.48,0.2,677,Yes,0
26.0,male,54966.0,3,RENT,4800.0,PERSONAL,13.06,0.09,656,No,0
22.0,male,49894.0,0,MORTGAGE,17050.0,EDUCATION,11.01,0.34,667,No,0
21.0,female,55427.0,0,RENT,4800.0,VENTURE,7.51,0.09,601,Yes,0
23.0,male,54705.0,4,RENT,4800.0,PERSONAL,13.98,0.09,644,Yes,0
23.0,male,55344.0,1,RENT,4800.0,EDUCATION,13.22,0.09,689,Yes,0
25.0,male,55243.0,4,RENT,4800.0,PERSONAL,9.45,0.09,616,Yes,0
26.0,male,55440.0,4,RENT,4800.0,VENTURE,9.25,0.09,549,Yes,0
24.0,male,56047.0,4,RENT,4800.0,DEBTCONSOLIDATION,7.49,0.09,573,Yes,0
24.0,male,56129.0,0,RENT,4800.0,PERSONAL,8.9,0.09,537,Yes,0
24.0,female,49807.0,4,MORTGAGE,8000.0,MEDICAL,11.99,0.16,590,Yes,0
22.0,male,50419.0,0,MORTGAGE,7975.0,PERSONAL,5.79,0.16,596,Yes,0
25.0,female,49750.0,2,MORTGAGE,9700.0,MEDICAL,9.63,0.19,538,Yes,0
21.0,male,58178.0,0,RENT,4800.0,DEBTCONSOLIDATION,7.9,0.08,525,Yes,0
23.0,male,50056.0,0,MORTGAGE,10400.0,MEDICAL,10.0,0.21,605,Yes,0
23.0,female,58447.0,0,RENT,4800.0,VENTURE,7.9,0.08,628,Yes,0
24.0,male,50129.0,2,MORTGAGE,1200.0,EDUCATION,11.01,0.02,649,Yes,0
26.0,male,51109.0,4,RENT,4800.0,VENTURE,14.27,0.09,567,No,1
23.0,female,49900.0,1,OWN,21000.0,MEDICAL,6.17,0.42,635,Yes,0
24.0,male,51466.0,1,RENT,4800.0,EDUCATION,15.23,0.09,517,No,1
22.0,male,49672.0,0,OWN,10000.0,VENTURE,12.61,0.2,593,No,0
23.0,male,58235.0,0,RENT,4800.0,MEDICAL,5.42,0.08,681,Yes,0
25.0,male,49567.0,1,MORTGAGE,8000.0,HOMEIMPROVEMENT,5.79,0.16,646,Yes,0
22.0,female,58507.0,0,RENT,4800.0,DEBTCONSOLIDATION,12.98,0.08,675,Yes,0
24.0,female,50177.0,2,OWN,14400.0,VENTURE,14.35,0.29,569,No,0
25.0,female,58577.0,0,RENT,4800.0,MEDICAL,11.01,0.08,666,Yes,0
26.0,female,50475.0,4,MORTGAGE,7500.0,PERSONAL,7.88,0.15,583,No,0
24.0,male,58592.0,2,RENT,4800.0,PERSONAL,9.88,0.08,667,Yes,0
23.0,male,59068.0,0,RENT,4800.0,DEBTCONSOLIDATION,10.36,0.08,668,No,0
23.0,female,59647.0,1,RENT,4800.0,MEDICAL,11.36,0.08,650,No,0
23.0,female,49747.0,0,MORTGAGE,10000.0,MEDICAL,7.14,0.2,667,Yes,0
23.0,female,49792.0,0,MORTGAGE,16000.0,EDUCATION,11.01,0.32,678,Yes,0
25.0,male,61120.0,5,RENT,4800.0,EDUCATION,15.96,0.08,644,Yes,0
24.0,female,49777.0,1,MORTGAGE,6000.0,EDUCATION,12.92,0.12,667,No,0
25.0,male,61063.0,4,RENT,4800.0,VENTURE,10.99,0.08,668,Yes,0
22.0,male,49834.0,0,MORTGAGE,13750.0,EDUCATION,10.83,0.28,563,Yes,0
23.0,male,49989.0,2,OWN,12200.0,MEDICAL,11.36,0.24,655,No,0
22.0,male,43124.0,0,MORTGAGE,3600.0,DEBTCONSOLIDATION,15.7,0.08,663,No,1
23.0,female,42958.0,0,MORTGAGE,4000.0,MEDICAL,11.01,0.09,608,No,1
23.0,male,60987.0,4,RENT,4800.0,EDUCATION,10.37,0.08,654,Yes,0
22.0,female,61156.0,0,RENT,4800.0,MEDICAL,12.68,0.08,663,No,0
26.0,female,60925.0,4,RENT,4800.0,VENTURE,11.01,0.08,655,Yes,0
24.0,male,60907.0,0,RENT,4800.0,VENTURE,13.22,0.08,547,Yes,0
26.0,male,63473.0,1,RENT,4800.0,EDUCATION,9.99,0.08,672,Yes,0
23.0,female,63127.0,1,RENT,4800.0,EDUCATION,9.88,0.08,571,Yes,0
24.0,female,67014.0,0,RENT,4800.0,PERSONAL,6.92,0.07,649,No,0
21.0,male,67281.0,0,RENT,4800.0,EDUCATION,11.12,0.07,694,Yes,0
25.0,male,59575.0,4,RENT,4800.0,MEDICAL,14.96,0.08,665,No,1
23.0,male,50084.0,0,MORTGAGE,6000.0,EDUCATION,6.03,0.12,606,No,0
25.0,male,67148.0,2,RENT,4800.0,MEDICAL,7.9,0.07,617,Yes,0
22.0,male,50396.0,1,MORTGAGE,12000.0,EDUCATION,6.03,0.24,692,No,0
23.0,male,69313.0,0,RENT,4800.0,PERSONAL,10.38,0.07,662,Yes,0
21.0,male,49981.0,0,MORTGAGE,7000.0,DEBTCONSOLIDATION,6.03,0.14,563,Yes,0
26.0,male,63146.0,3,RENT,4800.0,MEDICAL,17.99,0.08,637,No,1
26.0,male,49958.0,5,MORTGAGE,8000.0,PERSONAL,6.03,0.16,684,Yes,0
26.0,male,64635.0,3,RENT,4800.0,PERSONAL,15.62,0.07,561,No,1
26.0,female,73108.0,5,RENT,4800.0,HOMEIMPROVEMENT,7.9,0.07,704,Yes,0
24.0,female,73028.0,3,RENT,4800.0,HOMEIMPROVEMENT,6.54,0.07,504,Yes,0
22.0,female,50188.0,0,MORTGAGE,6400.0,VENTURE,9.99,0.13,641,No,0
24.0,female,75350.0,3,RENT,4800.0,PERSONAL,7.14,0.06,684,No,0
26.0,female,50372.0,6,OWN,9000.0,HOMEIMPROVEMENT,11.01,0.18,542,Yes,0
22.0,female,50455.0,0,OWN,1000.0,PERSONAL,6.99,0.02,609,No,0
26.0,female,78978.0,0,RENT,4800.0,HOMEIMPROVEMENT,13.72,0.06,679,Yes,0
24.0,male,78850.0,1,RENT,4800.0,PERSONAL,7.88,0.06,565,Yes,0
24.0,female,50079.0,1,MORTGAGE,2500.0,VENTURE,7.29,0.05,655,No,0
25.0,female,79012.0,4,RENT,4800.0,HOMEIMPROVEMENT,13.49,0.06,667,Yes,0
21.0,male,50089.0,0,MORTGAGE,3000.0,PERSONAL,5.79,0.06,632,Yes,0
21.0,male,50546.0,0,MORTGAGE,8200.0,PERSONAL,6.91,0.16,619,Yes,0
23.0,female,43084.0,0,MORTGAGE,5000.0,EDUCATION,12.98,0.12,660,No,1
22.0,male,50440.0,0,MORTGAGE,6000.0,EDUCATION,11.86,0.12,669,No,0
23.0,male,83781.0,0,RENT,4800.0,MEDICAL,10.75,0.06,647,Yes,0
23.0,female,85041.0,2,RENT,4800.0,PERSONAL,11.01,0.06,578,Yes,0
26.0,female,87463.0,0,RENT,4800.0,HOMEIMPROVEMENT,11.86,0.05,692,No,0
24.0,male,87440.0,1,RENT,4800.0,HOMEIMPROVEMENT,7.14,0.05,557,Yes,0
22.0,female,81546.0,0,RENT,4800.0,DEBTCONSOLIDATION,16.7,0.06,689,No,1
24.0,female,83789.0,1,RENT,4800.0,DEBTCONSOLIDATION,15.21,0.06,612,No,1
22.0,male,91021.0,0,RENT,4800.0,DEBTCONSOLIDATION,12.21,0.05,596,Yes,0
24.0,male,50298.0,0,OWN,10000.0,HOMEIMPROVEMENT,15.33,0.2,628,Yes,0
24.0,female,50147.0,0,MORTGAGE,9000.0,DEBTCONSOLIDATION,9.88,0.18,688,No,0
